2.700000000000000178e+00,8.916399999999998771e-01,8.936399999999998789e-01
2.720408163265306101e+00,8.873199999999998866e-01,8.881200000000001316e-01
2.740816326530612468e+00,8.715199999999998504e-01,8.784399999999998876e-01
2.761224489795918391e+00,8.792800000000000615e-01,8.732399999999997942e-01
2.781632653061224758e+00,8.625200000000000644e-01,8.608000000000001206e-01
2.802040816326530681e+00,8.628399999999999403e-01,8.663599999999999079e-01
2.822448979591837048e+00,8.559200000000000141e-01,8.530799999999999494e-01
2.842857142857142971e+00,8.384400000000001851e-01,8.532800000000000384e-01
2.863265306122449338e+00,8.277599999999999403e-01,8.468400000000001482e-01
2.883673469387755262e+00,8.375599999999998602e-01,8.512399999999999967e-01
2.904081632653061185e+00,8.228000000000001979e-01,8.252399999999999736e-01
2.924489795918367552e+00,8.316400000000001569e-01,8.224400000000001709e-01
2.944897959183673475e+00,8.059200000000000808e-01,8.116400000000000281e-01
2.965306122448979842e+00,7.902000000000002355e-01,8.049200000000000799e-01
2.985714285714285765e+00,7.281599999999999961e-01,7.987200000000000966e-01
3.006122448979592132e+00,7.569199999999999262e-01,7.604000000000000759e-01
3.026530612244898055e+00,6.371600000000000597e-01,7.482800000000001672e-01
3.046938775510204422e+00,7.527599999999998737e-01,7.568799999999999972e-01
3.067346938775510345e+00,7.531200000000000061e-01,7.162800000000000278e-01
3.087755102040816269e+00,6.826000000000000956e-01,7.014800000000001035e-01
3.108163265306122636e+00,6.729599999999997806e-01,5.019200000000000328e-01
3.128571428571428559e+00,5.976400000000000601e-01,5.920799999999999397e-01
3.148979591836734926e+00,8.048000000000002374e-02,5.229600000000000914e-01
3.169387755102040849e+00,7.348000000000001752e-02,4.137200000000000877e-01
3.189795918367347216e+00,7.301599999999999979e-01,1.053999999999999937e-01
3.210204081632653139e+00,7.216000000000001580e-02,3.926799999999999180e-01
3.230612244897959506e+00,9.052000000000001712e-02,3.850000000000000089e-01
3.251020408163265429e+00,2.240000000000006309e-03,1.478800000000000114e-01
3.271428571428571352e+00,2.341600000000000348e-01,4.062800000000000855e-01
3.291836734693877720e+00,3.556799999999999962e-01,9.703999999999998738e-02
3.312244897959183643e+00,8.791999999999999815e-02,5.408000000000001001e-02
3.332653061224490010e+00,6.244000000000001632e-02,2.178000000000000214e-01
3.353061224489795933e+00,1.599200000000000066e-01,1.086399999999999866e-01
3.373469387755102300e+00,1.803999999999999701e-02,1.063600000000000101e-01
3.393877551020408223e+00,2.695999999999998745e-02,1.307200000000000029e-01
3.414285714285714590e+00,8.995999999999997054e-02,8.960000000000018297e-03
3.434693877551020513e+00,4.124000000000001276e-02,7.807999999999999663e-02
3.455102040816326436e+00,8.068000000000001559e-02,8.528000000000002245e-02
3.475510204081632804e+00,1.508000000000000174e-01,4.156000000000000666e-02
3.495918367346938727e+00,1.779999999999999985e-02,7.684000000000000552e-02
3.516326530612245094e+00,9.099999999999999756e-02,3.320000000000005239e-03
3.536734693877551017e+00,6.195999999999999425e-02,5.363999999999999324e-02
3.557142857142857384e+00,4.711999999999999522e-02,2.300000000000000308e-02
3.577551020408163307e+00,3.363999999999999629e-02,5.599999999999994088e-04
3.597959183673469674e+00,2.975999999999999826e-02,5.299999999999999156e-02
3.618367346938775597e+00,3.784000000000000558e-02,1.719999999999992585e-03
3.638775510204081520e+00,9.320000000000010568e-03,4.256000000000000061e-02
3.659183673469387887e+00,2.351999999999999924e-02,8.000000000000118561e-05
3.679591836734694255e+00,1.535999999999999172e-02,2.359999999999997516e-03
3.700000000000000178e+00,1.084000000000000241e-02,1.519999999999995747e-03
