3.299999999999999822e+00,9.299999999999999378e-01,8.959999999999999076e-01
3.320408163265305745e+00,8.979999999999999094e-01,9.079999999999999183e-01
3.340816326530612113e+00,9.099999999999999201e-01,-9.200000000000000400e-01
3.361224489795918036e+00,9.119999999999999218e-01,8.799999999999998934e-01
3.381632653061224403e+00,8.939999999999999059e-01,9.199999999999999289e-01
3.402040816326530326e+00,8.819999999999998952e-01,-8.579999999999999849e-01
3.422448979591836693e+00,9.159999999999999254e-01,8.779999999999998916e-01
3.442857142857142616e+00,9.059999999999999165e-01,-9.100000000000000311e-01
3.463265306122448983e+00,8.759999999999998899e-01,-8.739999999999999991e-01
3.483673469387754906e+00,8.759999999999998899e-01,-8.800000000000000044e-01
3.504081632653060829e+00,8.720000000000001084e-01,8.959999999999999076e-01
3.524489795918367196e+00,8.560000000000000941e-01,-8.760000000000000009e-01
3.544897959183673120e+00,9.179999999999999272e-01,8.819999999999998952e-01
3.565306122448979487e+00,9.039999999999999147e-01,8.680000000000001048e-01
3.585714285714285410e+00,8.220000000000000639e-01,8.580000000000000959e-01
3.606122448979591777e+00,8.180000000000000604e-01,-8.539999999999999813e-01
3.626530612244897700e+00,8.660000000000001030e-01,-8.439999999999999725e-01
3.646938775510204067e+00,8.620000000000000995e-01,-8.619999999999999885e-01
3.667346938775509990e+00,8.180000000000000604e-01,-7.860000000000000320e-01
3.687755102040815913e+00,8.560000000000000941e-01,8.620000000000000995e-01
3.708163265306122280e+00,8.440000000000000835e-01,-8.220000000000000639e-01
3.728571428571428203e+00,8.300000000000000711e-01,-8.499999999999999778e-01
3.748979591836734571e+00,8.260000000000000675e-01,8.300000000000000711e-01
3.769387755102040494e+00,8.200000000000000622e-01,-8.379999999999999671e-01
3.789795918367346861e+00,7.600000000000000089e-01,-8.319999999999999618e-01
3.810204081632652784e+00,7.820000000000000284e-01,-8.040000000000000480e-01
3.830612244897959151e+00,7.940000000000000391e-01,-7.860000000000000320e-01
3.851020408163265074e+00,8.460000000000000853e-01,-8.739999999999999991e-01
3.871428571428570997e+00,7.359999999999999876e-01,-8.220000000000000639e-01
3.891836734693877364e+00,7.940000000000000391e-01,8.040000000000000480e-01
3.912244897959183287e+00,7.720000000000000195e-01,-7.059999999999999609e-01
3.932653061224489655e+00,7.980000000000000426e-01,-7.740000000000000213e-01
3.953061224489795578e+00,7.980000000000000426e-01,-7.459999999999999964e-01
3.973469387755101945e+00,7.560000000000000053e-01,-7.940000000000000391e-01
3.993877551020407868e+00,7.720000000000000195e-01,-7.600000000000000089e-01
4.014285714285714235e+00,7.259999999999999787e-01,-7.540000000000000036e-01
4.034693877551020158e+00,6.459999999999999076e-01,-7.179999999999999716e-01
4.055102040816326081e+00,5.380000000000000338e-01,-7.039999999999999591e-01
4.075510204081632892e+00,7.139999999999999680e-01,-7.720000000000000195e-01
4.095918367346938815e+00,6.819999999999999396e-01,-7.079999999999999627e-01
4.116326530612244738e+00,6.799999999999999378e-01,7.279999999999999805e-01
4.136734693877550662e+00,6.819999999999999396e-01,6.619999999999999218e-01
4.157142857142856585e+00,5.820000000000000728e-01,-7.600000000000000089e-01
4.177551020408163396e+00,7.259999999999999787e-01,-6.039999999999999813e-01
4.197959183673469319e+00,6.259999999999998899e-01,-6.540000000000000258e-01
4.218367346938775242e+00,6.539999999999999147e-01,-5.100000000000000089e-01
4.238775510204081165e+00,5.920000000000000817e-01,5.620000000000000551e-01
4.259183673469387088e+00,5.300000000000000266e-01,-4.040000000000000258e-01
4.279591836734693899e+00,-5.020000000000000018e-01,6.639999999999999236e-01
4.299999999999999822e+00,-3.940000000000000169e-01,2.800000000000002487e-02
4.314285714285714057e+00,1.039999999999999813e-01,4.799999999999999822e-01
4.328571428571428292e+00,6.779999999999999361e-01,2.560000000000000053e-01
4.342857142857142527e+00,5.980000000000000870e-01,6.220000000000001084e-01
4.357142857142856762e+00,5.960000000000000853e-01,5.240000000000000213e-01
4.371428571428570997e+00,3.860000000000000098e-01,4.019999999999999130e-01
4.385714285714285232e+00,5.600000000000000533e-01,3.799999999999998934e-01
4.400000000000000355e+00,4.419999999999999485e-01,4.359999999999999432e-01
4.414285714285714590e+00,4.240000000000000435e-01,7.599999999999995648e-02
4.428571428571428825e+00,5.220000000000000195e-01,1.939999999999999503e-01
4.442857142857143060e+00,3.979999999999999094e-01,4.659999999999999698e-01
4.457142857142857295e+00,1.379999999999999005e-01,2.219999999999999751e-01
4.471428571428571530e+00,2.960000000000000409e-01,4.919999999999999929e-01
4.485714285714285765e+00,3.560000000000000941e-01,3.200000000000000622e-01
4.500000000000000000e+00,1.099999999999999867e-01,1.979999999999999538e-01
